VU_SM_ID,ROVI_SM_ID
1020284,4896101236
1020357,6871924460
1021985,6722335576
1021992,6717013938
1022957,6669022830
1023972,5704730083
1024269,6680172565
1024440,6762522065
1024691,6728928296
1025479,18073658
1026158,6745934105
1026248,6757636671
1026273,5184545568
1026364,6736414107
1028544,6775008582
1029653,21721265
1029977,6672535623
1030375,5120922747
1031595,1509238735
1031932,7489572496
1031990,5887547724
1032617,4733572243
1032684,3529224521
1033052,6725974077
1033282,6473992518
1033866,6083306154
1034166,4611217194
1035165,5301000777
1035321,6517912635
1035468,5710542753
1035621,6840383211
1036270,6688804022
1036568,5503707153
1037384,6401323583
1037454,6817888540
1037665,6791972832
1037784,5837434106
1037818,14415681
1038349,6126145635
1038638,6443297220
1040199,5509907538
1040465,6826289405
1040595,5420836683
1040600,6104993294
1040645,1501605029
1040800,2084145
1040828,2170867
1042291,6844167183
1042352,6844167187
1042421,6826277667
1042854,6780294375
1043115,6141566677
1043242,4785591081
1043288,85774
1043385,6829957046
1043534,6770535113
1044240,6779196317
1044415,1073508654
1044703,5471674217
1046926,6838173565
1047122,6809818790
1047512,6944535109
1047729,6114828796
1047888,6785762848
1048916,6832221012
1049138,6822256240
1049451,6839149814
1049752,6015797067
1050695,6834026689
1053104,6868474599
1053374,5791755143
1053779,467675
1054630,405767
1057547,6093644111
1060092,6672597080
1060600,7084822788
1060634,7330293587
1061829,6380274053
1061857,4866096110
1062525,6949548904
1062755,4261428462
1062992,1877876792
1063093,4316433947
1063172,6785378980
1063210,6376633210
1064513,676036
1066574,273389
1066689,960020040
1066864,3449828540
1067334,423492
1068226,5992011049
1069597,6094002164
1069874,6038668827
1070059,6118122449
1070098,6118130991
1070288,5332969924
1070421,6093695423
1070527,6948936505
1070724,6387226156
1071601,6996659196
1071954,6038698884
1073096,6070360711
1073256,6970128559
1075702,4925284970
1077342,425049
1077818,7032752734
1077840,6958965371
1078692,6967197854
1078714,7030158022
1079422,7002089724
1079474,426134
1079819,282809
1079969,433419
1080078,177931
1081064,673174
1081500,875665
1081845,7006544874
1081894,7040493809
1081996,7014234874
1082018,6019621651
1083076,6978532485
1084660,7039656041
1084790,263719
1085144,6098586275
1085181,7075434904
1085197,6038716883
1085844,7125693796
1086435,7055293341
1086568,7055650239
1088134,7063662694
1088213,6686175976
1088492,7118386533
1088556,6778590666
1088897,6495577611
1088931,6899551219
1088998,5675585513
1089697,7079665665
1090147,7109527655
1091268,425359
1092700,434483
1093151,7080748773
1093201,3675674470
1093525,7039251611
1094018,6104938618
1094994,6348592616
1095711,7119413107
1095754,6097998488
1095794,7125548031
1096863,1672515
1097678,7121392405
1097828,7110322021
1097996,7072243663
1098400,5012471333
1098425,6093644104
1098459,626406340
1099054,7148174139
1100374,7149857817
1100522,7188148454
1100577,7302780396
1100635,7172662366
1100645,7246396309
1100983,6785768766
1101869,3565268085
1101915,7187211515
1102003,7186488181
1103970,7229949469
1104037,7313187228
1104473,5146425849
1105216,7154471362
1106476,7136202343
1107289,7138974982
1107327,6982348077
1107579,5171251674
1107691,7251546731
1108099,7170399953
1109039,1934617
1111052,6126106459
1111700,7055829361
1111806,7189728629
1111831,7161824553
1112139,7170827616
1112429,6104979617
1113403,423844
1113584,298986
1113627,422944
1113719,7146039108
1114172,7161755403
1114843,7171855777
1114897,6946465835
1114936,6835157316
1115713,6126101751
1115827,7424753625
309238,253621
1118517,7190958808
1120210,7201995321
1131811,6923458007
1120908,6387226164
1120987,6366182665
1121154,5509034244
1124525,7142164276
1124555,7278267828
1124694,7201864481
1125900,6857040883
1126020,6318692829
1126105,1501800823
1126247,7342487998
1126340,5523539525
1126377,7353441818
1129068,7186569527
1130787,6274335618
1132001,5730186065
1133024,7256721351
1133205,557708754
1133248,308441909
1133460,1487865229
1133943,7065388969
1134108,3274548642
1134327,7269915750
1136309,7107278210
1136786,5120955484
1137888,7231369110
1139380,7276138976
1139409,7283602667
1139796,7303830106
1141797,1992960
1141837,6946106843
1142693,17654958
1143968,7330074597
1144045,7306534834
1144150,7306684746
1144177,7316100253
1145639,6785177864
1145694,7363979609
995122,6305562767
1146562,7300241532
1147062,7301248684
1147545,7329903732
1147651,7304298103
1147697,7345409198
1148149,6524030681
1148218,5964048666
1148345,1498354116
1148374,1230826478
1148611,7329486281
1148789,302354373
1150004,7235156530
1151712,5130318029
1154705,618770
1157552,7342106945
1159632,6038823398
1160496,7348321003
1161601,1486667
1163180,5120922774
1163253,7268026504
1164539,7417305400
1166451,7389752106
1168974,7055930862
1170081,4884094554
1173783,7351957475
1173950,7463274753
1174759,6070385875
1177307,7443689781
