source,id,SM_id,link_details,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,Gb_id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id count for duplicate,GuideBox_id count for duplicate,Mapped rovi_id for duplicate,Mapped Gb_id for duplicate,Mapped GuideBox_id for duplicate,variant_parent_id_present,variant_parent_id,link_fetched_from,Sources of link
GuideBox,6314673,39960,[{'amazon': 'B01MXHX2UI'}],,Chop Socky Boom,The Fundraising Episode,,FALSE,[13171842],,,,"('No multiple ids for this link', [{'amazon': 'B01MXHX2UI'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6314662,39964,[{'amazon': 'B01HST9U74'}],,Cities That Made History,Aigues-Mortes: French Gate To The Crusades,,FALSE,[13171773],,,,"('No multiple ids for this link', [{'amazon': 'B01HST9U74'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6314655,39966,[{'amazon': 'B017SVPVDY'}],,Cleansing 101 with Kate Leinweber,Cooked vs Raw Food,,FALSE,[13171738],,,,"('No multiple ids for this link', [{'amazon': 'B017SVPVDY'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6478864,39967,[{'amazon': 'B01N7HJYGF'}],,Clip: Amazing LEGO World War 2 Creations,"Clip: Lego Bradenburg Gate, Battle of Berlin",,FALSE,[13171734],,,,"('No multiple ids for this link', [{'amazon': 'B01N7HJYGF'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6314650,39968,[{'amazon': 'B01M9IHO6Z'}],,"Clip: How to Make LEGO Mosaics, LEGO Tutorials",Clip: How to Make a Disney's Mickey Mouse Tsum Tsum LEGO Mosaic,,FALSE,[13171675],,,,"('No multiple ids for this link', [{'amazon': 'B01M9IHO6Z'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6314646,39969,[{'amazon': 'B01N06AX8L'}],,Clip: WIRED Space,Clip: Did NASA Find a Second Earth?,,FALSE,[13171645],,,,"('No multiple ids for this link', [{'amazon': 'B01N06AX8L'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6314644,39970,[{'amazon': 'B01F2JKCDS'}],,Close to Om,Unite,,FALSE,[13171643],,,,"('No multiple ids for this link', [{'amazon': 'B01F2JKCDS'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401655,39972,[{'amazon': 'B01G43J2SW'}],,Cocktail Crafting,Basic Cocktails,,FALSE,[13171587],,,,"('No multiple ids for this link', [{'amazon': 'B01G43J2SW'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7433116,39973,[{'amazon': 'B074QFLN96'}],,Comedy Underground,Episode 1,,FALSE,[13172026],,,,"('No multiple ids for this link', [{'amazon': 'B074QFLN96'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6426428,39974,[{'amazon': 'B017SWQ5EW'}],,Comic Book America with Mike Carbonaro,Harvey's Sports Memorabilia,,FALSE,[13171564],,,,"('No multiple ids for this link', [{'amazon': 'B017SWQ5EW'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6623691,39975,[{'amazon': 'B01FRFW0W8'}],,Concrete Jungle,Broken Wing,,FALSE,[13171649],,,,"('No multiple ids for this link', [{'amazon': 'B01FRFW0W8'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6378645,39977,[{'amazon': 'B01AVURJ8Y'}],,Conscious Media Network,Thom Rogers on Steps to Manifestation,,FALSE,[13172413],,,,"('No multiple ids for this link', [{'amazon': 'B01AVURJ8Y'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7762137,39978,[{'amazon': 'B017SDZT48'}],,Conscious Weight Loss,Part 7 - The Big Endeavor,,FALSE,[13172270],,,,"('No multiple ids for this link', [{'amazon': 'B017SDZT48'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7596258,39979,[{'amazon': 'B075SFLSLY'}],,Construction Squad,Construction Squad builds a Garbage Machine and an UFO Pendulum Ride,,FALSE,[13172218],,,,"('No multiple ids for this link', [{'amazon': 'B075SFLSLY'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401287,39982,[{'amazon': 'B01AVWC7DO'}],,Core Strength Vinyasa Yoga: Total Body Transformation,Sadie's Core Floor Stretch,,FALSE,[13171934],,,,"('No multiple ids for this link', [{'amazon': 'B01AVWC7DO'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6461028,39983,[{'amazon': 'B018F62EC2'}],,CorePower Yoga(r) Calorie Blast Yoga,Fast Burn Bonus,,FALSE,[13171859],,,,"('No multiple ids for this link', [{'amazon': 'B018F62EC2'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6426424,39984,[{'amazon': 'B017SQM2HW'}],,Cospladies,Traci Hines Disney Cosplay,,FALSE,[13171695],,,,"('No multiple ids for this link', [{'amazon': 'B017SQM2HW'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401653,39985,[{'amazon': 'B0792M7C8Z'}],,Couture,Couture 04,,FALSE,[13171673],,,,"('No multiple ids for this link', [{'amazon': 'B0792M7C8Z'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401650,39986,[{'amazon': 'B01J89YLC6'}],,Coys International Historic Festival,Coys International Historic Festival 2000,,FALSE,[13171666],,,,"('No multiple ids for this link', [{'amazon': 'B01J89YLC6'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401633,39988,[{'amazon': 'B01G42VW6I'}],,Crafting Your Own Condiments,Harissa,,FALSE,[13171428],,,,"('No multiple ids for this link', [{'amazon': 'B01G42VW6I'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401717,39989,[{'amazon': 'B01HST80UW'}],,Creating An Ocean,Episode 2,,FALSE,[13171422],,,,"('No multiple ids for this link', [{'amazon': 'B01HST80UW'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401716,39990,[{'amazon': 'B01ERKN6L8'}],,Crunch Live: Dance It Off,Aerobics with an Attitude,,FALSE,[13171419],,,,"('No multiple ids for this link', [{'amazon': 'B01ERKN6L8'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401631,39991,[{'amazon': 'B01ERHQI20'}],,Crunch Live: Total Body Meltdown,Attack that Core,,FALSE,[13171427],,,,"('No multiple ids for this link', [{'amazon': 'B01ERHQI20'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6461032,39995,[{'amazon': 'B01MFFZC0B'}],,Curiosity Retreats Lectures,The Big Picture,,FALSE,[13171181],,,,"('No multiple ids for this link', [{'amazon': 'B01MFFZC0B'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6492403,39996,[{'amazon': 'B017WZELV4'}],,Curious Minds with Deepak Chopra,What Your Thoughts Cannot Tell You,,FALSE,[13171215],,,,"('No multiple ids for this link', [{'amazon': 'B017WZELV4'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6376881,39997,[{'amazon': 'B01FMY3DPW'}],,Curious Minds: History,Who Was Johnny Appleseed?,,FALSE,[13176141],,,,"('No multiple ids for this link', [{'amazon': 'B01FMY3DPW'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6376826,39998,[{'amazon': 'B01AB3ZMFS'}],,Curious Minds: Nature,What is Climate Geoengineering?,,FALSE,[13175911],,,,"('No multiple ids for this link', [{'amazon': 'B01AB3ZMFS'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6426422,39999,[{'amazon': 'B017SVPOFO'}],,Daily Meditation,PM Meditation - Mindfulness Meditation,,FALSE,[13175853],,,,"('No multiple ids for this link', [{'amazon': 'B017SVPOFO'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401523,40000,[{'amazon': 'B01FYC9VBW'}],,Danny and Daddy,Baby,,FALSE,[13175850],,,,"('No multiple ids for this link', [{'amazon': 'B01FYC9VBW'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6376817,40004,[{'amazon': 'B017OL12RC'}],,Deen Family Table,Low Country Chicken,,FALSE,[13174912],,,,"('No multiple ids for this link', [{'amazon': 'B017OL12RC'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401497,40005,[{'amazon': 'B01J48WHFY'}],,Deep Time History,Episode 3: The Industrial Revolution And Modern Warfare,,FALSE,[13174516],,,,"('No multiple ids for this link', [{'amazon': 'B01J48WHFY'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401285,40007,[{'amazon': 'B01AVT95PU'}],,Defenders of the Planet,Rocket Man,,FALSE,[13173761],,,,"('No multiple ids for this link', [{'amazon': 'B01AVT95PU'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6492390,40008,[{'amazon': 'B018N4U9QE'}],,Destination Pluto,Part 8: The Right Stuff,,FALSE,[13173760],,,,"('No multiple ids for this link', [{'amazon': 'B018N4U9QE'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401442,40009,[{'amazon': 'B01M5HAVVP'}],,Destination X,Super Shots,,FALSE,[13173466],,,,"('No multiple ids for this link', [{'amazon': 'B01M5HAVVP'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7267954,40010,[{'amazon': 'B073CH9LLD'}],,Detective Montalbano,According to Protocol,,FALSE,[13173644],,,,"('No multiple ids for this link', [{'amazon': 'B073CH9LLD'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6376814,40011,[{'amazon': 'B017SVOP36'}],,Dharma Punx: Guided Meditations with Noah Levine,Kind Awareness Meditation,,FALSE,[13173348],,,,"('No multiple ids for this link', [{'amazon': 'B017SVOP36'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7664426,40012,[{'amazon': 'B0766G5JVC'}],,Diesel Power Challenge,Sled Pull and Awards Ceremony,,FALSE,[13173318],,,,"('No multiple ids for this link', [{'amazon': 'B0766G5JVC'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401496,40013,[{'amazon': 'B01MEHSANC'}],,Digestion,Digestion - Rather Critical for Everything,,FALSE,[13172983],,,,"('No multiple ids for this link', [{'amazon': 'B01MEHSANC'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6378557,40014,[{'amazon': 'B01MCVD3YI'}],,Digits,Guardians Of The Web,,FALSE,[13172907],,,,"('No multiple ids for this link', [{'amazon': 'B01MCVD3YI'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7433878,40016,[{'amazon': 'B074RBMJHD'}],,Disclosure,Awakening Our Collective Consciousness with Sperry Andrews,,FALSE,[13173434],,,,"('No multiple ids for this link', [{'amazon': 'B074RBMJHD'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401486,40017,[{'amazon': 'B01LBU2NT8'}],,DIY Staples,Pickled Shrimp,,FALSE,[13172405],,,,"('No multiple ids for this link', [{'amazon': 'B01LBU2NT8'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6412284,40018,[{'amazon': 'B01NCE70ZA'}],,Donzilla's Stand-Up Showcase,Donzilla's Stand-Up Showcase S5 5,,FALSE,[13172408],,,,"('No multiple ids for this link', [{'amazon': 'B01NCE70ZA'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401475,40019,[{'amazon': 'B01MEF79QB'}],,Double Solid Love,Road Sign,,FALSE,[13172247],,,,"('No multiple ids for this link', [{'amazon': 'B01MEF79QB'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6401379,40020,[{'amazon': 'B01G42WHQM'}],,Doughnuts and Fritters,Fritters,,FALSE,[13171828],,,,"('No multiple ids for this link', [{'amazon': 'B01G42WHQM'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6376803,40023,[{'amazon': 'B017OL1WWC'}],,Drinks and Treats,Pecan Pie Squares,,FALSE,[13171767],,,,"('No multiple ids for this link', [{'amazon': 'B017OL1WWC'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6740526,40027,[{'amazon': 'B017SWQFSS'}],,Earth on Edge,"Madagascar, the Ugly Face of Paradise",,FALSE,[13171205],,,,"('No multiple ids for this link', [{'amazon': 'B017SWQFSS'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6378391,40029,[{'amazon': 'B01M8PN787'}],,Easy Exotic - CookingWithAlia,Banana Dragon Fruit Smoothie,,FALSE,[13171234],,,,"('No multiple ids for this link', [{'amazon': 'B01M8PN787'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6378297,40032,[{'amazon': 'B01M2337ZJ'}],,End Emotional Eating,Final Thoughts On Emotional Overeating,,FALSE,[13173866],,,,"('No multiple ids for this link', [{'amazon': 'B01M2337ZJ'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6378269,40034,[{'amazon': 'B01AVURNDA'}],,Energy Lift Yoga,Surrender,,FALSE,[13173679],,,,"('No multiple ids for this link', [{'amazon': 'B01AVURNDA'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6379530,40035,[{'amazon': 'B01FCDB3U0'}],,England's Greatest Football Matches,Episode with offers,,FALSE,[13173464],,,,"('No multiple ids for this link', [{'amazon': 'B01FCDB3U0'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6378259,40036,[{'amazon': 'B01MAV4X6Q'}],,Entrepreneur After All,Why Imagination Is Key To Business Success,,FALSE,[13173353],,,,"('No multiple ids for this link', [{'amazon': 'B01MAV4X6Q'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6378064,40042,[{'amazon': 'B01EXQFBVY'}],,Exploring Quantum History With Brian Greene,Part 3: Our Quantum Future,,FALSE,[13172917],,,,"('No multiple ids for this link', [{'amazon': 'B01EXQFBVY'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6378019,40044,[{'amazon': 'B01AVU0F6C'}],,Express Balance Ball,Stretch Workout,,FALSE,[13172504],,,,"('No multiple ids for this link', [{'amazon': 'B01AVU0F6C'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377988,40045,[{'amazon': 'B01JK4JJT4'}],,EXTRACTOR - S.U.F.R.A. JETS,To The Rescue,,FALSE,[13172383],,,,"('No multiple ids for this link', [{'amazon': 'B01JK4JJT4'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377958,40046,[{'amazon': 'B01AVUTP0O'}],,Extreme Environments,Earth,,FALSE,[13171735],,,,"('No multiple ids for this link', [{'amazon': 'B01AVUTP0O'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377944,40047,[{'amazon': 'B01J8XQS3M'}],,Facebook Live Training Course,Integrating Facebook Live with Other Social Media,,FALSE,[13171634],,,,"('No multiple ids for this link', [{'amazon': 'B01J8XQS3M'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377263,40049,[{'amazon': 'B01M5G3P6S'}],,Families of the World,Families of Vietnam,,FALSE,[4086757],,,,"('No multiple ids for this link', [{'amazon': 'B01M5G3P6S'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6426415,40050,[{'amazon': 'B017SWSORI'}],,Fearless Mountain,Fearless Mountain: Vesakha Puja,,FALSE,[13171079],,,,"('No multiple ids for this link', [{'amazon': 'B017SWSORI'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7687283,40051,[{'amazon': 'B076CXD3RY'}],,Federation Angler TV,2016 TBF National Championship,,FALSE,[10150218],,,,"('No multiple ids for this link', [{'amazon': 'B076CXD3RY'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377874,40053,[{'amazon': 'B01IW4BNRY'}],,Ferrari Legends and Passions,Ferrari Leggenda E Passione Episode 6,,FALSE,[13170891],,,,"('No multiple ids for this link', [{'amazon': 'B01IW4BNRY'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377759,40057,[{'amazon': 'B01M2XBCDJ'}],,Fin Chasers,Guatemala (Part 2),,FALSE,[13171185],,,,"('No multiple ids for this link', [{'amazon': 'B01M2XBCDJ'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6740344,40060,[{'amazon': 'B017SVOGT4'}],,Fit Body Yoga,Express Toning,,FALSE,[13170789],,,,"('No multiple ids for this link', [{'amazon': 'B017SVOGT4'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6376797,40061,[{'amazon': 'B017OL1VB4'}],,Five and Dime,Sloppy Joes,,FALSE,[13170761],,,,"('No multiple ids for this link', [{'amazon': 'B017OL1VB4'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6379521,40064,[{'amazon': 'B01AVU0MFQ'}],,Foam Roller Stretch and Strength,Conditioning Routine,,FALSE,[13171055],,,,"('No multiple ids for this link', [{'amazon': 'B01AVU0MFQ'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377756,40065,[{'amazon': 'B01M6ZN2LX'}],,For Everyone,For Everyone - Intro to Active Isolated Stretching,,FALSE,[13171010],,,,"('No multiple ids for this link', [{'amazon': 'B01M6ZN2LX'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377746,40066,[{'amazon': 'B01J253NOS'}],,Formula One Heroes,F1 Heroes: Ronnie Petersen,,FALSE,[13170847],,,,"('No multiple ids for this link', [{'amazon': 'B01J253NOS'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377289,40068,[{'amazon': 'B01M580T2U'}],,Frankenstein,Frankenstein,,FALSE,[],,,,"('No multiple ids for this link', [{'amazon': 'B01M580T2U'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377743,40069,[{'amazon': 'B01LBTTTRS'}],,French Classics,Halibut en Papillote,,FALSE,[13170794],,,,"('No multiple ids for this link', [{'amazon': 'B01LBTTTRS'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377727,40071,[{'amazon': 'B01AVT92I0'}],,Fresh Living,Yvonne,,FALSE,[13170804],,,,"('No multiple ids for this link', [{'amazon': 'B01AVT92I0'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6426452,40072,[{'amazon': 'B017SBJ2HU'}],,From Aardvark To Zucchini,O,,FALSE,[13170669],,,,"('No multiple ids for this link', [{'amazon': 'B017SBJ2HU'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377721,40076,[{'amazon': 'B01G43HSI8'}],,Fundamentals of Pie Baking,The Lemon Meringue Pie,,FALSE,[13171050],,,,"('No multiple ids for this link', [{'amazon': 'B01G43HSI8'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6740333,40077,[{'amazon': 'B017SVPEB8'}],,Future,Earth,,FALSE,[13170938],,,,"('No multiple ids for this link', [{'amazon': 'B017SVPEB8'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6376791,40078,[{'amazon': 'B00URDJATW'}],,Gaiam: Hot Yoga For Beginners,Float Forward,,FALSE,[],,,,"('No multiple ids for this link', [{'amazon': 'B00URDJATW'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6376787,40079,[{'amazon': 'B00NEFXEWY'}],,Gaiam: Pilates for Beginners,Interview With Jillian Hessel,,FALSE,[],,,,"('No multiple ids for this link', [{'amazon': 'B00NEFXEWY'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6740540,40080,[{'amazon': 'B018USQ660'}],,Gaiam: Rodney Yee Daily Yoga,Meditation Bonus,,FALSE,[13170613],,,,"('No multiple ids for this link', [{'amazon': 'B018USQ660'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6740545,40081,[{'amazon': 'B018USPVIY'}],,Gaiam: Rodney Yee Power Up Yoga,Strengthen Bonus,,FALSE,[13170639],,,,"('No multiple ids for this link', [{'amazon': 'B018USPVIY'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377715,40082,[{'amazon': 'B01LBTUKZ8'}],,Game Day Snacks,Charred Broccoli With Misonnaise,,FALSE,[13170591],,,,"('No multiple ids for this link', [{'amazon': 'B01LBTUKZ8'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377698,40089,[{'amazon': 'B01G43J0I4'}],,Garden Cupcakes,Cupcake Assembly,,FALSE,[13170535],,,,"('No multiple ids for this link', [{'amazon': 'B01G43J0I4'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377668,40090,[{'amazon': 'B01FYFNUZC'}],,Gazoon,Sea Serpent,,FALSE,[6299245],,,,"('No multiple ids for this link', [{'amazon': 'B01FYFNUZC'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377613,40093,[{'amazon': 'B01F8HN77W'}],,Genesis 7: Searching The Firmament,Blue Neptune,,FALSE,[13170347],,,,"('No multiple ids for this link', [{'amazon': 'B01F8HN77W'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377600,40094,[{'amazon': 'B01H0VLRBM'}],,Geometry in videos - next steps,"Trigonometry : The sine function, isosceles triangles, rhombi, inclined planes",,FALSE,[13170282],,,,"('No multiple ids for this link', [{'amazon': 'B01H0VLRBM'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377574,40099,[{'amazon': 'B01EIW1TJ6'}],,Gloves Off,Catch Weights,,FALSE,[13170273],,,,"('No multiple ids for this link', [{'amazon': 'B01EIW1TJ6'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377570,40100,[{'amazon': 'B01G43H02C'}],,Gluten Free Baking,Not A Grain Bar,,FALSE,[13170117],,,,"('No multiple ids for this link', [{'amazon': 'B01G43H02C'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377567,40101,[{'amazon': 'B01G42WDPW'}],,Gluten Free Entrees,Chicken Tikka Masala with Cauliflower Rice,,FALSE,[13170255],,,,"('No multiple ids for this link', [{'amazon': 'B01G42WDPW'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7414095,40102,[{'amazon': 'B074FDSSHF'}],,Go-Kustom TV,Second Annual Rebel Riot,,FALSE,[13170065],,,,"('No multiple ids for this link', [{'amazon': 'B074FDSSHF'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377563,40103,[{'amazon': 'B01AVLKM64'}],,Going Green,How Are You Making a Difference?,,FALSE,[13170047],,,,"('No multiple ids for this link', [{'amazon': 'B01AVLKM64'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6377560,40104,[{'amazon': 'B01M6Y3F77'}],,Gold Hunter Chronicles,003 The Getaway,,FALSE,[13170025],,,,"('No multiple ids for this link', [{'amazon': 'B01M6Y3F77'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6319570,40106,[{'amazon': 'B017OLSTXM'}],,Good and Good For You,Creole Burger,,FALSE,[13169631],,,,"('No multiple ids for this link', [{'amazon': 'B017OLSTXM'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7509455,40107,[{'amazon': 'B06WWRNBQ8'}],,GP Racing On Track 2013,GP Racing On Track 14,,FALSE,[13169584],,,,"('No multiple ids for this link', [{'amazon': 'B06WWRNBQ8'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,7235815,40109,[{'amazon': 'B072FH51S7'}],,Great Blue Wild,Sea of Cortez,,FALSE,[13169807],,,,"('No multiple ids for this link', [{'amazon': 'B072FH51S7'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6319512,40111,[{'amazon': 'B01AVT9WK8'}],,Great Dreamers,Free Energy of Tesla,,FALSE,[13169222],,,,"('No multiple ids for this link', [{'amazon': 'B01AVT9WK8'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6319484,40112,[{'amazon': 'B01J25QDAO'}],,Great Racing Cars,The Maserati of Modena,,FALSE,[13169107],,,,"('No multiple ids for this link', [{'amazon': 'B01J25QDAO'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6319459,40113,[{'amazon': 'B01BN0ZPLE'}],,Green Matters,"Eco Surfboards, Tibetan Glaciers, Whale Sharks",,FALSE,[13169109],,,,"('No multiple ids for this link', [{'amazon': 'B01BN0ZPLE'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6319448,40114,[{'amazon': 'B01850YGYW'}],,Green Wheels,Fuel Innovation Excellence Award,,FALSE,[13169376],,,,"('No multiple ids for this link', [{'amazon': 'B01850YGYW'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6319409,40120,[{'amazon': 'B01M8IFMT4'}],,"Guided Meditation for Relaxation, Stress Relief, and Anxiety",Part 3,,FALSE,[13172592],,,,"('No multiple ids for this link', [{'amazon': 'B01M8IFMT4'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6319397,40121,[{'amazon': 'B017SWR6XQ'}],,Guides and Gurus,Around the World,,FALSE,[13172320],,,,"('No multiple ids for this link', [{'amazon': 'B017SWR6XQ'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6539708,40126,[{'itunes': '813677387'}],,Gumby's Best Episodes,Gumby's Best Episodes 4,,FALSE,[14777982],,,,"('No multiple ids for this link', [{'itunes': '813677387'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6335501,40127,[{'amazon': 'B01FYFODFS'}],,Gustafer Yellowgold,Sunny Side,,FALSE,[13171784],,,,"('No multiple ids for this link', [{'amazon': 'B01FYFODFS'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6332755,40129,[{'amazon': 'B01M3SB7UG'}],,H.G. Wells: The Invisible Man,The Big Plot,,FALSE,[],,,,"('No multiple ids for this link', [{'amazon': 'B01M3SB7UG'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6335018,40131,[{'amazon': 'B01850ZCZY'}],,Hanumanasana - Progressive Series,Hanumanasana Part 5: Full Splits,,FALSE,[13171571],,,,"('No multiple ids for this link', [{'amazon': 'B01850ZCZY'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6335017,40132,[{'amazon': 'B017SWSU4A'}],,Healing Matrix,Vibrant Longevity with Patrick Flanagan,,FALSE,[13171372],,,,"('No multiple ids for this link', [{'amazon': 'B017SWSU4A'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6334986,40134,[{'amazon': 'B01AVUS3OS'}],,Healing Yoga,Headache,,FALSE,[13171136],,,,"('No multiple ids for this link', [{'amazon': 'B01AVUS3OS'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6334971,40136,[{'amazon': 'B017SLY1L2'}],,Healthy Home,Flex House,,FALSE,[13170661],,,,"('No multiple ids for this link', [{'amazon': 'B017SLY1L2'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6334965,40137,[{'amazon': 'B017SWRXTS'}],,Healthy Lifestyle Tips: more from Dr. Miranda Wiley,Adrenal Glands and the Stress Response,,FALSE,[13170369],,,,"('No multiple ids for this link', [{'amazon': 'B017SWRXTS'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6333432,40138,[{'amazon': 'B01MCTQY2N'}],,Helicopter Search and Rescue,Episode 12,,FALSE,[13170192],,,,"('No multiple ids for this link', [{'amazon': 'B01MCTQY2N'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6334952,40139,[{'amazon': 'B07H65XJPW'}],,Heritage,The Purple Pig,,FALSE,[13170022],,,,"('No multiple ids for this link', [{'amazon': 'B07H65XJPW'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,6333420,40140,[{'amazon': 'B01M3XVCRH'}],,Hermitage Masterpieces,"Modernism: Matisse, Picasso, and More 20th Century Painters",,FALSE,"[13170111, 4285097]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
