rovi_id,hulu_id,px_id1,px_id1_show_type,px_id1_variant_parent_id,px_id1_is_group_language_primary,px_id1_record_language,px_id2,px_id2_show_type,px_id2_variant_parent_id,px_id2_is_group_language_primary,px_id2_record_language,px_id1_credits_null,px_id1_db_credit_present,px_id2_credits_null,px_id2_db_credit_present,long_title_match,original_title_match,runtime_match,release_year_match,alias_title_match,credit_match,match_link_id,link_match,comment
3537445761,28460,2761775,SM,,True,EN,3466114,SM,,True,EN,False,False,True,False,True,False,True,False,,,[],Both_ott_link_null,
4493604648,13588,3107634,SM,,True,EN,14050771,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],Both_ott_link_null,
3448371359,28313,2735417,SM,,True,EN,3546075,SM,,True,EN,False,False,False,False,True,False,False,True,,True,[],Both_ott_link_null,
556695462,11709,1338353,SM,,True,EN,14046002,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
19679741,7936,1338285,SM,,True,EN,14056160,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
1198107253,19276,2092968,SM,,True,EN,14044092,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],px_id2_video_link_null,
1318363996,20147,2193593,SM,,True,EN,14057923,SM,,True,JA,False,False,True,False,True,False,False,True,,,[],px_id2_video_link_null,
1105554128,18217,2028510,SM,,True,EN,14045081,SM,,True,JA,False,False,True,False,True,False,False,True,,,[],px_id2_video_link_null,
3591543502,25292,2777347,SM,,True,EN,14059406,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
655464834,15054,1760934,SM,,True,EN,13970131,SM,,True,EN,False,False,True,False,True,False,False,True,,,[],Both_ott_link_null,
435680,23315,97867,SM,,True,EN,14003754,SM,,True,EN,False,False,True,False,True,False,False,False,,,[],Both_ott_link_null,
333627570,12103,1589736,SM,,True,EN,14043540,SM,,True,JA,False,False,True,False,True,False,False,True,False,,[],Both_ott_link_null,
506526069,12104,1590541,SM,,True,EN,14057328,SM,,True,JA,False,False,True,False,True,True,False,False,,,[],Both_ott_link_null,
1398127281,20501,2264272,SM,,True,EN,14057799,SM,,True,JA,False,False,True,False,True,False,False,True,,,[],Both_ott_link_null,
662768752,13951,11010,SM,,True,EN,14057218,SM,,True,JA,False,False,True,False,True,False,False,True,,,[],Both_ott_link_null,
1490454138,21550,2337415,SM,,True,EN,14061200,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
902519422,16924,1907626,SM,,True,EN,14059657,SM,,True,JA,False,False,True,False,True,True,False,False,,,[],Both_ott_link_null,
327207867,29438,1595330,SM,,True,EN,14048604,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],Both_ott_link_null,
16852305,29083,47243,SM,,True,EN,13951950,SM,,True,EN,False,False,False,False,True,False,False,False,,True,[],px_id1_video_link_null,
13917226,18314,1133377,SM,,True,EN,14036560,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],Both_ott_link_null,
3520582335,28908,2726154,SM,,True,EN,2776815,SM,,True,EN,False,False,False,False,True,True,True,True,,False,[],Both_ott_link_null,
934666109,16149,1846940,SM,,True,EN,14040759,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
1534414,8322,411619,SM,,True,EN,14061673,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],px_id2_video_link_null,
1483040194,21488,2330654,SM,,True,EN,14037376,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],px_id2_video_link_null,
1058055895,23344,1997164,SM,,True,EN,2661773,SM,,True,EN,False,False,True,False,True,False,True,True,,,[],False,
1714723,20822,10867,SM,,True,EN,14061036,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],Both_ott_link_null,
19680393,6385,1301730,SM,,True,EN,14039081,SM,,True,JA,False,False,True,False,True,False,False,True,False,,[],px_id2_video_link_null,
1771805,13700,493171,SM,,True,EN,14060190,SM,,True,EN,False,False,True,False,True,True,False,False,,,[],Both_ott_link_null,
936143059,14787,1758570,SM,,True,EN,14039453,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
1167717069,17887,2069386,SM,,True,EN,14039595,SM,,True,JA,False,False,True,False,True,False,False,True,,,[],px_id2_video_link_null,
1758153,13304,82321,SM,,True,EN,963819,SM,,True,EN,False,False,True,False,False,True,False,False,,,[],px_id2_video_link_null,
927526661,16831,1897350,SM,,True,EN,13862030,SM,,True,EN,False,False,True,False,True,False,False,True,,,[],Both_ott_link_null,
927497330,15854,1916818,SM,,True,EN,14058518,SM,,True,JA,False,False,True,False,True,False,False,True,,,[],Both_ott_link_null,
1877213,1304,81653,SM,,True,EN,14042318,SM,,True,JA,False,False,True,False,True,True,False,False,,,[],px_id2_video_link_null,
534005569,9067,1450161,SM,,True,EN,14058221,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
542476032,11876,1557007,SM,,True,EN,14042780,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],px_id2_video_link_null,
551537013,9133,1715151,SM,,True,EN,14058220,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
12169510,15462,988761,SM,,True,EN,14057911,SM,,True,JA,False,False,True,False,True,True,False,True,,,[],Both_ott_link_null,
1327228,20840,49938,SM,,True,EN,14057739,SM,,True,JA,False,False,True,False,True,False,False,False,,,[],Both_ott_link_null,
432193958,9974,1338316,SM,,True,EN,14057736,SM,,True,JA,False,False,True,False,True,False,False,True,False,,[],Both_ott_link_null,
66700815,9979,1486450,SM,,True,EN,14043755,SM,,True,JA,False,False,True,False,True,True,True,True,,,[],px_id2_video_link_null,
