source,sm_id,id,show_type,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,Gb_id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id count for duplicate,Hulu_id count for duplicate,Mapped rovi_id for duplicate,Mapped Gb_id for duplicate,Mapped Hulu_id for duplicate,variant parent id present,variant_parent_id,link_fetched_from,Sources of link
Hulu,,1453306,MO,The Time Traveler's Wife,,,2009,False,[86214],,,,"('No multiple ids for this link', 1453306)",No multiple ids for this link
Hulu,,1482696,MO,Ben Is Back,,,2018,False,[172699],,,,"('No multiple ids for this link', 1482696)",No multiple ids for this link
Hulu,,1461363,MO,A Sister's Secret,,,2018,False,[390172],,,,"('No multiple ids for this link', 1461363)",No multiple ids for this link
Hulu,,1461364,MO,I KILLED MY BFF: THE PREACHER'S DAUGHTER,,,2018,False,[32658],,,,"('No multiple ids for this link', 1461364)",No multiple ids for this link
Hulu,,1439369,MO,Distorted,,,2018,False,[1063941],,,,"('No multiple ids for this link', 1439369)",No multiple ids for this link
Hulu,,1444163,MO,Ouija House,,,2018,False,[1071149],,,,"('No multiple ids for this link', 1444163)",No multiple ids for this link
Hulu,,1431667,MO,Unbanned: The Legend of AJ1,,,2019,False,[12783558],,,,"('No multiple ids for this link', 1431667)",No multiple ids for this link
Hulu,,1450825,MO,Assassination Nation,,,2018,False,[172423],,,,"('No multiple ids for this link', 1450825)",No multiple ids for this link
Hulu,,1452694,MO,The Directive,,,2019,False,[13523098],,,,"('No multiple ids for this link', 1452694)",No multiple ids for this link
Hulu,,1479391,MO,The Unicorn,,,2018,False,[1061010],,,,"('No multiple ids for this link', 1479391)",No multiple ids for this link
Hulu,,1466485,MO,We Are Columbine,,,2018,False,[14402920],,,,"('No multiple ids for this link', 1466485)",No multiple ids for this link
Hulu,,1428604,MO,Astro Boy,,,2009,False,[118944],,,,"('No multiple ids for this link', 1428604)",No multiple ids for this link
Hulu,,1448304,MO,Free Solo,,,2018,False,[12297506],,,,"('No multiple ids for this link', 1448304)",No multiple ids for this link
Hulu,,1439731,MO,Tickled,,,2016,False,[966216],,,,"('No multiple ids for this link', 1439731)",No multiple ids for this link
Hulu,,1454389,MO,Chef Flynn,,,2018,False,[1081480],,,,"('No multiple ids for this link', 1454389)",No multiple ids for this link
Hulu,,1425214,MO,Dog Days,,,2018,False,[170858],,,,"('No multiple ids for this link', 1425214)",No multiple ids for this link
Hulu,,1423552,MO,Down,,,2019,False,[12974165],,,,"('No multiple ids for this link', 1423552)",No multiple ids for this link
Hulu,,1476647,MO,The Sicilian,,,1987,False,[572683],,,,"('No multiple ids for this link', 1476647)",No multiple ids for this link
Hulu,,1470740,MO,The Sisters Brothers,,,2018,False,[931710],,,,"('No multiple ids for this link', 1470740)",No multiple ids for this link
Hulu,,1424441,MO,Pick of the Litter,,,2018,False,[1075078],,,,"('No multiple ids for this link', 1424441)",No multiple ids for this link
Hulu,,1433812,MO,The Domestics,,,2018,False,[1018473],,,,"('No multiple ids for this link', 1433812)",No multiple ids for this link
Hulu,,1433808,MO,Acrimony,,,2018,False,[167806],,,,"('No multiple ids for this link', 1433808)",No multiple ids for this link
Hulu,,1433806,MO,Middle Men,,,2009,False,[100022],,,,"('No multiple ids for this link', 1433806)",No multiple ids for this link
Hulu,,1461029,MO,Funny Cow,,,2018,False,[12415954],,,,"('No multiple ids for this link', 1461029)",No multiple ids for this link
Hulu,,1461027,MO,Painkillers,,,2018,False,[14565760],,,,"('No multiple ids for this link', 1461027)",No multiple ids for this link
Hulu,,1461028,MO,One Million American Dreams,,,2018,False,[12419439],,,,"('No multiple ids for this link', 1461028)",No multiple ids for this link
Hulu,,1478423,MO,The Last Animals,,,2017,False,[1029980],,,,"('No multiple ids for this link', 1478423)",No multiple ids for this link
Hulu,,1461303,MO,The Dark Mile,,,2017,False,[12974181],,,,"('No multiple ids for this link', 1461303)",No multiple ids for this link
Hulu,,1443820,MO,"I, Dolours",,,2018,False,[12781439],,,,"('No multiple ids for this link', 1443820)",No multiple ids for this link
Hulu,,1461032,MO,Gloves Off,,,2018,False,[12788392],,,,"('No multiple ids for this link', 1461032)",No multiple ids for this link
Hulu,,1431838,MO,The Last Sharknado: It's About Time!,,,2018,False,[12296937],,,,"('No multiple ids for this link', 1431838)",No multiple ids for this link
Hulu,,1433648,MO,Moss,,,2018,False,[1069737],,,,"('No multiple ids for this link', 1433648)",No multiple ids for this link
Hulu,,1433810,MO,I Can Only Imagine,,,2018,False,[167416],,,,"('No multiple ids for this link', 1433810)",No multiple ids for this link
Hulu,,1434246,MO,Play the Devil,,,2016,False,[1064924],,,,"('No multiple ids for this link', 1434246)",No multiple ids for this link
Hulu,,1423529,MO,In a Relationship,,,2018,False,[1064819],,,,"('No multiple ids for this link', 1423529)",No multiple ids for this link
Hulu,,1424291,MO,The Reckoning,,,2018,False,[27812],,,,"('No multiple ids for this link', 1424291)",No multiple ids for this link
Hulu,,1439725,MO,Three Identical Strangers,,,2018,False,[1069284],,,,"('No multiple ids for this link', 1439725)",No multiple ids for this link
Hulu,,1483749,MO,Against the Clock,,,2019,False,[12974316],,,,"('No multiple ids for this link', 1483749)",No multiple ids for this link
Hulu,,1483743,MO,Egg,,,2019,False,[12974224],,,,"('No multiple ids for this link', 1483743)",No multiple ids for this link
Hulu,,1483748,MO,A Breath Away,,,2018,False,[12974151],,,,"('No multiple ids for this link', 1483748)",No multiple ids for this link
