Show_Type,VU_SM_ID,VU_EP_ID,ROVI_SM_ID,ROVI_EP_ID
SE,135247,135278,1549972,1570790
SE,135247,135279,1549972,1570789
SE,135247,135280,1549972,1592662
SE,135247,135281,1549972,1596569
SE,135247,135282,1549972,1599973
SE,135247,135283,1549972,1602981
SE,135247,135284,1549972,1601916
SE,135247,135285,1549972,1601915
SE,135247,135286,1549972,1608741
SE,135247,135287,1549972,1608739
SE,135247,135288,1549972,1620281
SE,135247,135289,1549972,1629837
SE,135247,135290,1549972,1630157
SE,135247,135291,1549972,1635404
SE,135247,135292,1549972,1636050
SE,135247,135293,1549972,1641528
SE,135247,135294,1549972,1649224
SE,135247,135295,1549972,1649874
SE,135247,135296,1549972,1657233
SE,135247,135297,1549972,1659100
SE,135247,135298,1549972,2017288
SE,135247,135299,1549972,2042075
SE,135247,135300,1549972,2068317
SE,135247,135301,1549972,2068418
SE,135247,135302,1549972,2068539
SE,135247,135303,1549972,2068545
SE,135247,135304,1549972,2068550
SE,135247,135305,1549972,2079862
SE,135247,135306,1549972,2079864
SE,135247,135307,1549972,2086061
SE,135247,135308,1549972,2086065
SE,135247,135309,1549972,2097942
SE,135247,135310,1549972,2108393
SE,135247,135311,1549972,2111558
SE,135247,135312,1549972,2111560
SE,135247,135313,1549972,2117609
SE,135247,277097,1549972,1730887
SE,135247,277104,1549972,1733779
SE,135247,277108,1549972,1737986
SE,135247,277112,1549972,1744852
SE,135247,277116,1549972,1748472
SE,135247,277120,1549972,1751367
SE,135247,277124,1549972,1760485
SE,135247,277128,1549972,1763591
SE,135247,277132,1549972,1766290
SE,135247,277136,1549972,1768072
SE,135247,277140,1549972,1772260
SE,135247,277144,1549972,1774897
SE,135247,277148,1549972,1777538
SE,135247,277152,1549972,1778961
SE,135247,277156,1549972,1787139
SE,135247,277160,1549972,1791126
SE,135247,277164,1549972,1793397
SE,135247,277168,1549972,1800886
SE,135247,277172,1549972,1804644
SE,135247,277176,1549972,1808322
SE,135247,277180,1549972,1806394
SE,135247,277184,1549972,1816106
SE,135247,277188,1549972,1819893
SE,135247,277192,1549972,1823471
SE,135247,277196,1549972,1871501
SE,135247,277203,1549972,1874585
SE,135247,277207,1549972,1878136
SE,135247,277211,1549972,1881862
SE,135247,277215,1549972,1897425
SE,135247,277219,1549972,1897428
SE,135247,277223,1549972,1897432
SE,135247,277227,1549972,1897435
SE,135247,277231,1549972,1912052
SE,135247,277235,1549972,1912054
SE,135247,277239,1549972,1912053
SE,135247,277243,1549972,1924479
SE,135247,277247,1549972,1924480
SE,135247,277251,1549972,1941412
SE,135247,277255,1549972,1945315
SE,135247,277259,1549972,1950682
SE,135247,277263,1549972,1957900
SE,135247,277267,1549972,1957901
SE,135247,277271,1549972,1957902
SE,135247,277275,1549972,1972124
SE,135247,277279,1549972,1972123
SE,135247,277283,1549972,1974991
SE,135247,277287,1549972,1980765
SE,135247,277291,1549972,1984355
SE,135247,277295,1549972,1990743
SE,257155,24429,674114,685074
SE,257155,98772,674114,99797
SE,257155,98773,674114,683733
SE,257155,98774,674114,99797
SE,257155,98775,674114,99800
SE,257155,98776,674114,99799
SE,257155,98777,674114,99800
SE,257155,98778,674114,99801
SE,257155,110739,674114,683832
SE,257155,110740,674114,953109
SE,257155,110741,674114,941927
SE,257155,110742,674114,689126
SE,257155,110743,674114,689127
SE,257155,110745,674114,689128
SE,257155,257156,674114,211105
SE,257155,257163,674114,211106
SE,257155,257167,674114,211107
SE,257155,257171,674114,914919
SE,257155,257175,674114,683735
SE,257155,257179,674114,683736
SE,257155,257183,674114,886653
SE,257155,257187,674114,683737
SE,257155,257191,674114,683834
SE,257155,257195,674114,685079
SE,257155,257199,674114,211115
SE,257155,257203,674114,211116
SE,257155,257207,674114,211117
SE,257155,257211,674114,689129
SE,257155,257215,674114,763472
SE,257155,257219,674114,211120
SE,211732,25367,1107525,17542564
SE,211732,211740,1107525,17542630
SE,211732,211742,1107525,17542599
SE,211732,211745,1107525,17542619
SE,211732,211747,1107525,17542559
SE,211732,211750,1107525,17542581
SE,211732,211752,1107525,17542579
SE,211732,211754,1107525,17542607
SE,211732,211757,1107525,17542567
SE,211732,211759,1107525,17542566
SE,211732,211761,1107525,17542592
SE,211732,211764,1107525,17542634
SE,211732,211766,1107525,17542609
SE,211732,211769,1107525,17542586
SE,211732,211771,1107525,17542633
SE,211732,211773,1107525,17542570
SE,211732,211775,1107525,17542627
SE,282058,35992,1472743,1472745
SE,282058,37321,1472743,1472747
SE,282058,38545,1472743,1472750
SE,282058,302012,1472743,1796717
SE,282058,302014,1472743,1807587
SE,282058,302016,1472743,1807588
SE,282058,302018,1472743,1807589
SE,263365,41022,676534,690360
SE,263365,263369,676534,762790
SE,263365,263371,676534,898290
SE,263365,263373,676534,686382
SE,263365,263375,676534,686383
SE,263365,263377,676534,685821
SE,263365,263379,676534,685821
SE,263365,263381,676534,686491
SE,263365,263383,676534,676839
SE,263365,263385,676534,676839
SE,263365,263387,676534,685823
SE,263365,263389,676534,686381
SE,263365,263391,676534,853619
SE,263365,263393,676534,690358
SE,263365,263395,676534,686454
SE,263365,263397,676534,686453
SE,263365,263399,676534,686453
SE,263365,263401,676534,685824
SE,263365,263403,676534,685824
SE,263365,263405,676534,686457
SE,263365,263407,676534,686385
SE,263365,789445,676534,685822
SE,1090454,59978,1872851,1872855
SE,1090454,59979,1872851,1872865
SE,1090454,60945,1872851,1872859
SE,1090454,60946,1872851,1872864
SE,1090454,61410,1872851,1872868
SE,1090454,61411,1872851,1903520
SE,1090454,61673,1872851,1872856
SE,1090454,61674,1872851,1872861
SE,1090454,62930,1872851,1872854
SE,1090454,62931,1872851,1872858
SE,1090454,63868,1872851,1872866
SE,1090454,63869,1872851,17835908
SE,1090454,66393,1872851,1872870
SE,1090454,67671,1872851,2056000
SE,1090454,67672,1872851,2072358
SE,1090454,68433,1872851,2056019
SE,1090454,70456,1872851,2086761
SE,1090454,237481,1872851,2042769
SE,1090454,237500,1872851,2056009
SE,1090454,237518,1872851,2056015
SE,1090454,237588,1872851,2072386
SE,1090454,237607,1872851,2086773
SE,1090454,237609,1872851,2086774
SE,1090454,237611,1872851,2086778
SE,1090454,237613,1872851,2102141
SE,1090454,450199,1872851,2072377
SE,540803,61145,253570,290740
SE,540803,61147,253570,676640
SE,540803,541702,253570,675707
SE,540803,544338,253570,680239
SE,540803,544340,253570,255666
SE,134416,79821,423471,32261
SE,134416,134419,423471,1479846
SE,134416,134429,423471,1479842
SE,134416,134430,423471,250943
SE,134416,134431,423471,250964
SE,134416,134432,423471,250965
SE,134416,134433,423471,250966
SE,134416,134434,423471,12165384
SE,134416,134435,423471,250968
SE,134416,134436,423471,250969
SE,134416,134437,423471,250970
SE,134416,134438,423471,250971
SE,134416,134439,423471,250972
SE,134416,134440,423471,250973
SE,134416,134441,423471,250974
SE,134416,134442,423471,250975
SE,134416,134443,423471,250976
SE,134416,134444,423471,1482224
SE,134416,134445,423471,250978
SE,134416,134446,423471,1489857
SE,134416,134447,423471,1495013
SE,134416,134448,423471,1479835
SE,134416,134449,423471,1479840
SE,134416,134450,423471,1479844
SE,134416,134451,423471,1479848
SE,134416,134452,423471,1479858
SE,134416,134453,423471,1479861
SE,134416,134454,423471,1479866
SE,134416,134455,423471,1437000
SE,134416,134456,423471,1482008
SE,134416,134462,423471,290645
SE,134416,134463,423471,290646
SE,134416,134464,423471,290647
SE,134416,134465,423471,290648
SE,134416,134466,423471,290649
SE,134416,134467,423471,290650
SE,134416,134468,423471,290651
SE,134416,134469,423471,290652
SE,134416,134470,423471,290653
SE,134416,134471,423471,290654
SE,134416,134472,423471,290663
SE,134416,134473,423471,290655
SE,134416,134474,423471,290656
SE,134416,134475,423471,290657
SE,134416,134476,423471,290658
SE,134416,134477,423471,290659
SE,134416,134478,423471,290660
SE,134416,134479,423471,290661
SE,134416,134480,423471,290662
SE,134416,134481,423471,290664
SE,134416,134482,423471,290665
SE,134416,134483,423471,290666
SE,134416,134484,423471,290667
SE,134416,134485,423471,290668
SE,134416,134486,423471,290669
SE,134416,135477,423471,290586
SE,134416,135478,423471,290587
SE,134416,135479,423471,290588
SE,134416,135480,423471,290589
SE,134416,135482,423471,290590
SE,134416,135483,423471,290591
SE,134416,135484,423471,290592
SE,134416,135485,423471,290593
SE,134416,135487,423471,290594
SE,134416,135488,423471,290595
SE,134416,135489,423471,290596
SE,134416,135490,423471,290597
SE,134416,135492,423471,290598
SE,134416,135493,423471,290599
SE,134416,135495,423471,290600
SE,134416,135497,423471,290601
SE,134416,135498,423471,290602
SE,134416,135499,423471,290603
SE,134416,135501,423471,290604
SE,134416,135502,423471,290605
SE,134416,135503,423471,290606
SE,134416,135504,423471,290607
SE,134416,135505,423471,290608
SE,134416,135506,423471,290609
SE,134416,135507,423471,290610
SE,134416,135508,423471,290611
SE,134416,135509,423471,290612
SE,134416,135510,423471,290613
SE,134416,135511,423471,290614
SE,134416,135512,423471,290615
SE,134416,135513,423471,290616
SE,134416,135523,423471,290625
SE,134416,135524,423471,290619
SE,134416,135526,423471,290620
SE,134416,135527,423471,290640
SE,134416,135528,423471,290630
SE,134416,135529,423471,290617
SE,134416,135530,423471,290631
SE,134416,135531,423471,290637
SE,134416,135532,423471,290618
SE,134416,135533,423471,290638
SE,134416,135534,423471,290626
SE,134416,135535,423471,290622
SE,134416,135536,423471,290629
SE,134416,135537,423471,290627
SE,134416,135538,423471,290636
SE,134416,135539,423471,290628
SE,134416,135540,423471,290643
SE,134416,135541,423471,290642
SE,134416,135542,423471,290644
SE,134416,135543,423471,290639
SE,134416,135544,423471,290623
SE,134416,135545,423471,290634
SE,134416,135546,423471,290632
SE,134416,135547,423471,290624
SE,134416,135548,423471,290635
SE,134416,135549,423471,290621
SE,134416,135550,423471,290641
SE,134416,135551,423471,290633
SE,211458,86202,623971721,19171065
SE,211458,86203,623971721,53902
SE,211458,86204,623971721,53903
SE,211458,211461,623971721,19171067
SE,211458,211463,623971721,19171060
SE,211458,211465,623971721,19171074
SE,211458,211467,623971721,19171016
SE,211458,211469,623971721,19207149
SE,211458,211471,623971721,19171011
SE,211458,211473,623971721,19171059
SE,211458,211475,623971721,19171015
SE,211458,211481,623971721,19171109
SE,211458,211483,623971721,19171086
SE,135405,94185,11730078,1501387
SE,135405,135412,11730078,250918
SE,135405,135413,11730078,1501392
SE,135405,135440,11730078,1501386
SE,135405,135441,11730078,11851876
SE,135405,135442,11730078,1501390
SE,135405,135443,11730078,1501393
SE,135405,135444,11730078,1501395
SE,135405,135445,11730078,1498009
SE,135405,135446,11730078,1501398
SE,135405,135447,11730078,1501400
SE,135405,135448,11730078,1501401
SE,135405,135449,11730078,1501405
SE,135405,135450,11730078,1489954
SE,135405,135451,11730078,1489956
SE,135405,135452,11730078,1489964
SE,135405,135453,11730078,1489966
SE,135405,135454,11730078,1489967
SE,135405,135455,11730078,384826
SE,135405,135456,11730078,1494238
SE,135405,135457,11730078,1494248
SE,135405,135458,11730078,12030477
SE,135405,135459,11730078,1496088
SE,135405,135460,11730078,1494235
SE,135405,135463,11730078,250917
SE,135405,135467,11730078,1498020
SE,135405,135472,11730078,1498828
SE,195227,96800,286362,693864
SE,195227,96801,286362,92824
SE,195227,96802,286362,92825
SE,195227,96803,286362,92826
SE,195227,96804,286362,92825
SE,195227,96805,286362,92829
SE,195227,104908,286362,92830
SE,195227,104909,286362,92831
SE,195227,195229,286362,286363
SE,195227,195236,286362,381234
SE,195227,195238,286362,381235
SE,195227,195240,286362,381236
SE,195227,195242,286362,381237
SE,195227,195245,286362,381238
SE,195227,195247,286362,208439
SE,195227,195253,286362,92829
SE,195227,195255,286362,381238
SE,195227,195257,286362,381236
SE,195227,195259,286362,381242
SE,195227,195261,286362,381243
SE,195227,195263,286362,286372
SE,195227,195265,286362,381245
SE,195227,195267,286362,381242
SE,195227,195269,286362,208439
SE,195227,212590,286362,381247
SE,195227,212594,286362,381248
SE,195227,212596,286362,381270
SE,195227,212598,286362,381249
SE,195227,212602,286362,381250
SE,195227,212606,286362,381251
SE,195227,212610,286362,381253
SE,195227,212612,286362,381254
SE,195227,212614,286362,286372
SE,195227,212616,286362,381255
SE,195227,212618,286362,381264
SE,195227,212621,286362,381269
SE,195227,212623,286362,381256
SE,195227,212625,286362,19148771
SE,195227,212627,286362,92828
SE,195227,212629,286362,381258
SE,195227,212631,286362,381259
SE,195227,212633,286362,381260
SE,195227,212635,286362,381261
SE,195227,212637,286362,381262
SE,195227,212639,286362,381263
SE,195227,212641,286362,92832
SE,195227,212643,286362,381265
SE,195227,212645,286362,208438
SE,195227,212651,286362,381266
SE,195227,212654,286362,381267
SE,195227,212656,286362,381268
SE,97899,97900,96631,96632
SE,97899,97901,96631,96633
SE,97899,97902,96631,96634
SE,97899,97903,96631,96635
SE,97899,97904,96631,382733
SE,97899,97905,96631,96637
SE,97899,97906,96631,96639
SE,97899,97907,96631,96640
SE,97899,97908,96631,96642
SE,97899,105061,96631,96638
SE,97899,105062,96631,96641
SE,97899,270238,96631,382710
SE,97899,270241,96631,1060906658
SE,97899,270243,96631,382712
SE,97899,270245,96631,382713
SE,97899,270247,96631,382714
SE,97899,270249,96631,1508373
SE,97899,270251,96631,382716
SE,97899,270253,96631,382717
SE,97899,270255,96631,382718
SE,97899,270257,96631,382719
SE,97899,270259,96631,382720
SE,97899,270261,96631,382721
SE,97899,270263,96631,382722
SE,97899,270265,96631,382723
SE,97899,270267,96631,382724
SE,97899,270269,96631,382725
SE,97899,270271,96631,382726
SE,97899,270273,96631,1059939595
SE,97899,270275,96631,19535797
SE,97899,270277,96631,20245508
SE,97899,270279,96631,21642226
SE,97899,270281,96631,382732
SE,97899,270287,96631,96636
SE,97899,270297,96631,382734
SE,97899,270299,96631,382735
SE,97899,270301,96631,21642221
SE,97899,270303,96631,382737
SE,97899,270305,96631,382738
SE,97899,270307,96631,382739
SE,97899,270309,96631,382740
SE,97899,270311,96631,382741
SE,97899,270313,96631,382742
SE,97899,270315,96631,382743
SE,97899,270317,96631,382744
SE,97899,270319,96631,382745
SE,97899,270321,96631,382746
SE,97899,270323,96631,382747
SE,97899,270325,96631,382748
SE,97899,270327,96631,382749
SE,97899,270329,96631,382750
SE,97899,270331,96631,382751
SE,97899,270333,96631,382752
SE,97899,270335,96631,382753
SE,97899,270337,96631,382754
SE,97899,270339,96631,382755
SE,97899,270341,96631,382756
SE,97899,270343,96631,382757
SE,97899,270345,96631,382758
SE,97899,270347,96631,382759
SE,97899,270349,96631,382760
SE,97899,270351,96631,382761
SE,97899,270353,96631,382762
SE,97899,270355,96631,382763
SE,97899,270357,96631,382764
SE,97899,373799,96631,96632
SE,97899,373801,96631,382710
SE,97899,373803,96631,1060906658
SE,97899,373805,96631,382712
SE,97899,373807,96631,96633
SE,97899,373809,96631,382713
SE,97899,373811,96631,96635
SE,97899,373813,96631,96642
SE,97899,373815,96631,382714
SE,97899,373817,96631,1508373
SE,133969,101317,925531,721121
SE,133969,134002,925531,725560
SE,133969,134003,925531,722898
SE,133969,134004,925531,724012
SE,133969,134005,925531,721778
SE,133969,134006,925531,721778
SE,133969,134007,925531,726383
SE,133969,134008,925531,724625
SE,133969,134009,925531,721121
SE,133969,134010,925531,729940
SE,133969,134011,925531,726620
SE,133969,134012,925531,945727
SE,133969,134013,925531,734981
SE,133969,134014,925531,724625
SE,133969,134015,925531,728634
SE,133969,134016,925531,729071
SE,133969,134017,925531,725144
SE,133969,134018,925531,728197
SE,9553,261756,863606,960578
SE,9553,261766,863606,644700
SE,9553,261772,863606,6913383401
SE,9553,261782,863606,644268
SE,9553,261789,863606,937828
SE,9553,261812,863606,644269
SE,9553,777006,863606,960578
SE,9553,777010,863606,644700
SE,9553,777014,863606,6913383401
SE,9553,777018,863606,644268
SE,9553,777022,863606,937828
SE,9553,777026,863606,644269
SE,9553,777030,863606,644267
SE,129220,129222,17537987,1327169
SE,129220,129223,17537987,1350476
SE,129220,129224,17537987,1350709
SE,129220,129225,17537987,1350710
SE,129220,129226,17537987,1360237
SE,129220,129227,17537987,1361468
SE,129220,129228,17537987,1365518
SE,129220,129229,17537987,1365525
SE,129220,129230,17537987,1365533
SE,129220,129231,17537987,1365542
SE,129220,129232,17537987,1365586
SE,129220,129233,17537987,1380881
SE,129220,129234,17537987,1380920
SE,129220,129235,17537987,1386197
SE,129220,129236,17537987,1387240
SE,129220,129237,17537987,1387247
SE,129220,129238,17537987,1387265
SE,129220,129239,17537987,1393891
SE,129220,129240,17537987,1394034
SE,129220,129241,17537987,1394046
SE,129220,129242,17537987,1394063
SE,129220,129243,17537987,1405821
SE,129220,129244,17537987,1405823
SE,129220,129245,17537987,1405824
SE,129220,129247,17537987,1475981
SE,129220,129248,17537987,1480297
SE,129220,129249,17537987,11866850
SE,129220,129250,17537987,1483210
SE,129220,129251,17537987,1489115
SE,129220,129252,17537987,1494008
SE,129220,129253,17537987,1499535
SE,129220,129254,17537987,1502407
SE,129220,129255,17537987,1503399
SE,129220,129256,17537987,12046845
SE,129220,129257,17537987,1468965
SE,129220,129258,17537987,1473022
SE,129220,129259,17537987,1503400
SE,129220,129260,17537987,1509338
SE,129220,129261,17537987,1513556
SE,129220,129262,17537987,1518523
SE,129220,129263,17537987,1520900
SE,129220,129264,17537987,1523243
SE,129220,129265,17537987,1525540
SE,129220,129266,17537987,1527743
SE,129220,129267,17537987,1529646
SE,129220,129268,17537987,241188
SE,129220,129269,17537987,241189
SE,129220,129271,17537987,1586846
SE,129220,129287,17537987,1472087
SE,129220,129304,17537987,1589751
SE,129220,129305,17537987,1629833
SE,129220,129306,17537987,1592640
SE,129220,129307,17537987,1596554
SE,129220,129308,17537987,1599967
SE,129220,129309,17537987,1602978
SE,129220,129310,17537987,11950297
SE,129220,129311,17537987,1608185
SE,129220,129312,17537987,1614734
SE,129220,129313,17537987,12059407
SE,129220,129314,17537987,1617975
SE,129220,129315,17537987,1624147
SE,129220,129316,17537987,1627367
SE,129220,129317,17537987,1632960
SE,129220,129318,17537987,1645516
SE,129220,129319,17537987,1649221
SE,129220,129320,17537987,1651738
SE,129220,129321,17537987,1653082
SE,129220,129322,17537987,1653083
SE,129220,129323,17537987,1653084
SE,129220,129324,17537987,1653087
SE,129220,129325,17537987,1653089
SE,129220,129326,17537987,1653090
SE,129220,129327,17537987,1729247
SE,129220,129328,17537987,1729249
SE,129220,129329,17537987,1729250
SE,129220,129330,17537987,1763160
SE,129220,129331,17537987,1763161
SE,129220,129332,17537987,1765828
SE,129220,129333,17537987,1772246
SE,129220,129334,17537987,1774890
SE,129220,129335,17537987,1776104
SE,129220,129336,17537987,1779913
SE,129220,129337,17537987,1783183
SE,129220,129338,17537987,1786442
SE,129220,129339,17537987,1791257
SE,129220,129340,17537987,1797800
SE,129220,129341,17537987,1789045
SE,129220,129342,17537987,1791262
SE,129220,129343,17537987,1802189
SE,129220,129344,17537987,1808314
SE,129220,129345,17537987,1809567
SE,129220,129346,17537987,1813802
SE,129220,129347,17537987,1818333
SE,129220,129348,17537987,1820895
SE,129220,129349,17537987,1820900
SE,129220,129350,17537987,1820901
SE,129220,129351,17537987,1919775
SE,129220,129352,17537987,1919779
SE,129220,129353,17537987,1949795
SE,129220,129354,17537987,1949796
SE,129220,129355,17537987,1937947
SE,129220,129356,17537987,1941360
SE,129220,129357,17537987,1941364
SE,129220,129358,17537987,1941367
SE,129220,129359,17537987,1941369
SE,129220,129360,17537987,1941370
SE,129220,129361,17537987,2019362
SE,129220,129362,17537987,1946947
SE,129220,129363,17537987,1946951
SE,129220,129364,17537987,1946943
SE,129220,129365,17537987,1946952
SE,129220,129366,17537987,1946953
SE,129220,129367,17537987,1946956
SE,129220,129368,17537987,1980431
SE,129220,129369,17537987,1980739
SE,129220,129370,17537987,1984342
SE,129220,129371,17537987,1990635
SE,129220,129372,17537987,1990636
SE,129220,129373,17537987,2016045
SE,129220,129374,17537987,2016046
SE,129220,129376,17537987,2064027
SE,129220,129377,17537987,2064033
SE,129220,129378,17537987,2109466
SE,129220,129379,17537987,330672
SE,129220,129380,17537987,8799864
SE,129220,129381,17537987,2114191
SE,129220,129382,17537987,2109452
SE,129220,129383,17537987,2112529
SE,129220,129384,17537987,330677
SE,129220,129385,17537987,2116081
SE,129220,129386,17537987,2118259
SE,129220,129387,17537987,2124010
SE,129220,129388,17537987,12183517
SE,129220,129389,17537987,2129790
SE,129220,129390,17537987,2132531
SE,129220,129391,17537987,2137460
SE,129220,129392,17537987,11856770
SE,129220,129393,17537987,12192028
SE,129220,129394,17537987,2146803
SE,129220,129395,17537987,2150559
SE,129220,129396,17537987,2153378
SE,129220,129397,17537987,2156514
SE,129220,129398,17537987,2160158
SE,129220,129399,17537987,2160159
SE,129220,187753,17537987,10033056
SE,129220,187757,17537987,10178373
SE,129220,187761,17537987,1016296778
SE,129220,187765,17537987,1016296779
SE,129220,187769,17537987,1016296780
SE,129220,187773,17537987,1016296781
SE,129220,187777,17537987,1016296782
SE,129220,187781,17537987,1016296783
SE,129220,187785,17537987,1016296784
SE,129220,187789,17537987,1016296785
SE,129220,187793,17537987,1016296786
SE,129220,187797,17537987,1016296787
