source,id,SM_id,show_type,link_details,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,Gb_id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id count for duplicate,GuideBox_id count for duplicate,Mapped rovi_id for duplicate,Mapped Gb_id for duplicate,Mapped GuideBox_id for duplicate,variant_parent_id_present,variant_parent_id,link_fetched_from,Sources of link
GuideBox,861166,19842,SE,,,Bad Grandpa,'Bad Grandpa' - Behind the Scenes,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,853126,19843,SE,,,Honda Off the Map,New Orleans,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,1063117,19844,SE,,,Correspondent Confidential,Strange Border Kidnappings in Kosovo: Correspondent Confidential (Trailer),,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,3932292,19845,SE,,,4/20 on VICE,The Cash Crop: Canadian Cannabis,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,3563089,19846,SE,,,Pussy Riot,"VICE 20th: Pussy Riot Performs Le Tigre's ""Deceptacon""",,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,859962,19847,SE,,,VICE News: Ukraine Coverage,Ukraine Burning,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,894574,19849,SE,[{'amazon': 'B0128CWXGQ'}],,Shark Gordon,Thresher Shark,,False,[4845675],,,,"('No multiple ids for this episode', [{'amazon': 'B0128CWXGQ'}])",No multiple ids for this episode,,,,,
GuideBox,1283160,19851,SE,[{'itunes': '961283200'}],,Blue Spring Ride,Page 12,,False,[9211368],,,,"('No multiple ids for this episode', [{'itunes': '961283200'}])",No multiple ids for this episode,,,,,
GuideBox,1159223,19853,SE,[{'itunes': '920315268'}],,Extreme Guide to Parenting,The Everything-On-Demand Baby,,False,[9080140],,,,"('No multiple ids for this episode', [{'itunes': '920315268'}])",No multiple ids for this episode,,,,,
GuideBox,7293474,19855,SE,[{'amazon': 'B073GTZM5J'}],,Wine Oh TV,Delia Viader Dares to Do Things Differently for Three Decades,,False,[13324092],,,,"('No multiple ids for this episode', [{'amazon': 'B073GTZM5J'}])",No multiple ids for this episode,,,,,
GuideBox,5143654,19856,SE,[{'vudu': '783091'}],,Jack Irish,Episode 6,,False,[3992647],,,,"('No multiple ids for this episode', [{'vudu': '783091'}])",No multiple ids for this episode,,,,,
GuideBox,906373,19859,SE,[{'itunes': '905407115'}],,My Big Family Renovation,Backyard Haven,,False,[],,,,"('No multiple ids for this episode', [{'itunes': '905407115'}])",No multiple ids for this episode,,,,,
GuideBox,5392602,19860,SE,,,Explorers: Adventures of the Century,Big Wave Surfers At Pororoca,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,1159993,19862,SE,,,R.I.P Files,Healing the Past,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,844133,19866,SE,[{'itunes': '456370064'}],,Gordon Ramsay's Shark Bait,Gordon Ramsay's Shark Bait,,False,[13325190],,,,"('No multiple ids for this episode', [{'itunes': '456370064'}])",No multiple ids for this episode,,,,,
GuideBox,5221576,19867,SE,,,Life and Death Row,Punishment,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,1207927,19869,SE,[{'itunes': '923195776'}],,Extreme Builds,Alex & Joanie (Part 2),,False,[],,,,"('No multiple ids for this episode', [{'itunes': '923195776'}])",No multiple ids for this episode,,,,,
GuideBox,1164699,19870,SE,[{'itunes': '921061742'}],,Red Hot Design,Get Your Spa On!,,False,[],,,,"('No multiple ids for this episode', [{'itunes': '921061742'}])",No multiple ids for this episode,,,,,
GuideBox,4141063,19884,SE,,,The P.E.T. Squad Files,Hollywood Studios,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,918844,19886,SE,,,L.A. Rangers,('Stache) Brus Brothers,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,4558753,19936,SE,,,Amazing Animals,Gentoo Penguin,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,6413305,19938,SE,,,Making Stuff,How to Make Skis,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,862193,19940,SE,,,Indie Alaska,Object Runway 4 Documentary,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,912233,19942,SE,,,ModernComedian,Maria Bamford - Crazy Meds - Episode 29,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,5962166,19946,SE,[{'itunes': '1141995216'}],,BBQwithFranklin,Leftovers,,False,[9361095],,,,"('No multiple ids for this episode', [{'itunes': '1141995216'}])",No multiple ids for this episode,,,,,
GuideBox,3912044,19949,SE,,,Are We There Yet? (NATIONAL GEOGRAPHIC KIDS),Canada: Dinosaurs - Ep. 79,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,7343655,19950,SE,,,Best Ed,Help Want-Ed / Screaming Yee-Bees,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,7225701,19952,SE,,,Awesome Animals,Super Pride | Awesome Animals,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,3401718,20131,SE,[{'itunes': '972348321'}],,Coaching Bad,Taking Sides,,False,[],,,,"('No multiple ids for this episode', [{'itunes': '972348321'}])",No multiple ids for this episode,,,,,
GuideBox,889646,20132,SE,,,The Ex-Wife,Episode 12,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,889643,20133,SE,,,Mud Men,Medicine,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,889611,20134,SE,[{'amazon': 'B01DQ20SXW'}],,Opening Soon: By Design,Aiyoku,,False,"[13322832, 5217134]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,7491647,20148,SE,,,Angry Birds Toons,Angry Birds Toons | Piggywig - S1 Ep30,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,882147,20155,SE,[{'itunes': '852678902'}],,Your Inner Fish,Your Inner Monkey,,False,[3867428],,,,"('No multiple ids for this episode', [{'itunes': '852678902'}])",No multiple ids for this episode,,,,,
GuideBox,1267849,20188,SE,[{'itunes': '927299630'}],,Girlfriend Intervention,"Valerie, Thinner Isn't Happier",,False,[],,,,"('No multiple ids for this episode', [{'itunes': '927299630'}])",No multiple ids for this episode,,,,,
GuideBox,902721,20189,SE,,,Mysterious Summer,Planetary Debris,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,899768,20191,SE,[{'itunes': '912757631'}],,Heartbreakers,Tainted Love,,False,[],,,,"('No multiple ids for this episode', [{'itunes': '912757631'}])",No multiple ids for this episode,,,,,
GuideBox,942775,20192,SE,[{'itunes': '915245318'}],,Worst Thing I Ever Did,Can't Put My Finger on It,,False,[],,,,"('No multiple ids for this episode', [{'itunes': '915245318'}])",No multiple ids for this episode,,,,,
GuideBox,903855,20193,SE,[{'itunes': '913105084'}],,Man v. The Universe,Mars is Ours,,False,[],,,,"('No multiple ids for this episode', [{'itunes': '913105084'}])",No multiple ids for this episode,,,,,
GuideBox,886010,20198,SE,,,Don't Walk,Help Wanted,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886032,20201,SE,,,Twenty Five,I Forgot the Crab,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886052,20203,SE,,,The World Cup Project,Brazil,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886053,20204,SE,,,Generic Girl,Generic Girl Climaxes!,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886055,20205,SE,,,Brooklynians,The Train,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886065,20206,SE,,,Big Noise Dispatches,Part 1,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886083,20208,SE,,,Loo Makes It Big,Most Popular Girl Hangs Out With Me!,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886086,20209,SE,,,Teachers Lounge,Michael Che,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886088,20210,SE,,,Gabe & Max Need Help,Trust,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886163,20212,SE,,,I Hate Being Single,Season Finale (Part 2),,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886155,20213,SE,,,Skeleton Warriors,Flesh and Bone,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886218,20215,SE,,,Outlaw Bikers,Project Gault,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886257,20216,SE,,,Little Horribles,"Two Parties, One Night",,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886261,20217,SE,,,Proyecto Laburo,Silvia,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886300,20218,SE,,,Law of the Land,Dead or Alive,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886273,20219,SE,,,Crime: The Animated Series,Marcus Mcghee,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,3100561,20220,SE,,,Darwin: The Series,Growing Wild,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886227,20221,SE,,,Fish Warrior,Catfish Attack,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886310,20223,SE,[{'amazon': 'B00EXV58FY'}],,Fish Trails,Expedition Kenya,,False,[13320768],,,,"('No multiple ids for this episode', [{'amazon': 'B00EXV58FY'}])",No multiple ids for this episode,,,,,
GuideBox,886309,20224,SE,[{'amazon': 'B00JUAMBSU'}],,Human Nature,Ceremony,,False,"[4195881, 13320671, 8969234]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,886370,20225,SE,,,Leonard Bernstein Omnibus,Handel's Messiah,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886368,20226,SE,,,America's Music Legacy,Gospel,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886552,20227,SE,,,HIV: USA,District of Columbia,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886364,20228,SE,,,Teached,The Blame Game,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886378,20230,SE,,,Women on the Front Line,Austria,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886510,20231,SE,,,Jack Johnson's Music Lesson,Part 6,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,7624154,20232,SE,[{'amazon': 'B074X93N8C'}],,Eye on the World,The Camera in Entertainment,,False,[13320532],,,,"('No multiple ids for this episode', [{'amazon': 'B074X93N8C'}])",No multiple ids for this episode,,,,,
GuideBox,886349,20233,SE,[{'amazon': 'B074XC641L'}],,Saints & Sinners: The History of the Popes,The Oracle of God,,False,[13320409],,,,"('No multiple ids for this episode', [{'amazon': 'B074XC641L'}])",No multiple ids for this episode,,,,,
GuideBox,7624133,20234,SE,[{'amazon': 'B075MQN76S'}],,War Surgeons,Episode 3,,False,[13320387],,,,"('No multiple ids for this episode', [{'amazon': 'B075MQN76S'}])",No multiple ids for this episode,,,,,
GuideBox,886371,20235,SE,,,"Rappers, Divas & Virtuosos","Mariem Hassan, Voice of the Saharawis",,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886446,20237,SE,,,The Vice Guide to North Korea,Part 3,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,3726133,20238,SE,,,Expedition Blue Planet,Headwaters: Shaped by Demand,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886430,20239,SE,,,Purple States,Bert,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886421,20240,SE,,,Last Reunion,Chapter 3,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886416,20241,SE,,,Feeling the Heat with Jeff Corwin,The Wolverine,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886243,20242,SE,[{'amazon': 'B00JUKQ5GY'}],,The Sea Hunters,From Wrecks to Riches: The History of Salvage,,False,[3416149],,,,"('No multiple ids for series', [{'amazon': 'B00JUKQ5GY'}])",No multiple ids for this series,,,,,
GuideBox,886343,20244,SE,[{'amazon': 'B074X9WNH1'}],,Stories from the Stone Age,Urban Dreams,,False,[13320238],,,,"('No multiple ids for this episode', [{'amazon': 'B074X9WNH1'}])",No multiple ids for this episode,,,,,
GuideBox,7624113,20245,SE,[{'amazon': 'B074XLQTQ7'}],,Challenged to the Limit,Snowdonia Adventure,,False,[13320068],,,,"('No multiple ids for this episode', [{'amazon': 'B074XLQTQ7'}])",No multiple ids for this episode,,,,,
GuideBox,886228,20246,SE,,,Bounty Hunters (NAT GEO),Trouble in Paradise,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886396,20247,SE,,,Tailgate 32,New Orleans,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886340,20248,SE,,,H.H. Dalai Lama,Practical Way Of Directing Love And Compassion,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886240,20249,SE,,,Bid and Destroy,House Fire to Fortune,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,886242,20250,SE,[{'amazon': 'B00CKKLHM8'}],,Drugged,High on Heroin,,False,[13320076],,,,"('No multiple ids for this episode', [{'amazon': 'B00CKKLHM8'}])",No multiple ids for this episode,,,,,
GuideBox,1268982,20251,SE,,,Duck Commander,The Kitchen Sink,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,1870090,20252,SE,,,Ryomaden,Episode 48,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,890329,20256,SE,[{'itunes': '906868009'}],,Lidia Celebrates America,Life's Milestones,,False,[10032541],,,,"('No multiple ids for this episode', [{'itunes': '906868009'}])",No multiple ids for this episode,,,,,
GuideBox,1296016,20259,SE,[{'itunes': '941939335'}],,Blade Dance of the Elementalers,Ren Ashbell,,False,[9057272],,,,"('No multiple ids for this episode', [{'itunes': '941939335'}])",No multiple ids for this episode,,,,,
GuideBox,894569,20264,SE,[{'amazon': 'B01E6D7BJY'}],,Young Guns of Racing,Michael Lewis: American Race Car Driver,,False,[13319815],,,,"('No multiple ids for this episode', [{'amazon': 'B01E6D7BJY'}])",No multiple ids for this episode,,,,,
GuideBox,891973,20266,SE,,,On the Edge of the World,Episode 8,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,7510198,20270,SE,[{'amazon': 'B075R7LW8Y'}],,Wicked Tuna: North vs. South,Title Fight,,False,[],,,,"('No multiple ids for this episode', [{'amazon': 'B075R7LW8Y'}])",No multiple ids for this episode,,,,,
GuideBox,5082947,20271,SE,[{'itunes': '1071835973'}],,Vacation House for Free,Sedona Oasis,,False,[],,,,"('No multiple ids for this episode', [{'itunes': '1071835973'}])",No multiple ids for this episode,,,,,
GuideBox,892839,20280,SE,,,The Centsables,Loosed Change,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,893658,20286,SE,,,The Invisible Man (2011),Black Light,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,2170716,20290,SE,[{'itunes': '950769654'}],,The Feed,Ultimate Holiday Feast,,False,[13319539],,,,"('No multiple ids for this episode', [{'itunes': '950769654'}])",No multiple ids for this episode,,,,,
GuideBox,969603,20291,SE,[{'itunes': '900915094'}],,Air Boss,Pensacola (Part 2): Overcome,,False,[8955426],,,,"('No multiple ids for this episode', [{'itunes': '900915094'}])",No multiple ids for this episode,,,,,
GuideBox,5033733,20295,SE,[{'itunes': '1068038497'}],,The Operatives,Standoff in the Sea,,False,[3899094],,,,"('No multiple ids for this episode', [{'itunes': '1068038497'}])",No multiple ids for this episode,,,,,
GuideBox,894982,20297,SE,[{'amazon': 'B07B8VZJSK'}],,Snow Queen (2002),"Snow Queen, The Complete Miniseries (Part 2)",,False,[13319226],,,,"('No multiple ids for this episode', [{'amazon': 'B07B8VZJSK'}])",No multiple ids for this episode,,,,,
GuideBox,894892,20298,SE,[{'itunes': '895288923'}],,Shuriken School,Dirty Rice Balls,,False,[5282731],,,,"('No multiple ids for this episode', [{'itunes': '895288923'}])",No multiple ids for this episode,,,,,
GuideBox,895916,20299,SE,[{'amazon': 'B00MTFZLBC'}],,Noah's Ark (1999),"Noah's Ark, The Complete Miniseries (Part 2)",,False,[13319087],,,,"('No multiple ids for this episode', [{'amazon': 'B00MTFZLBC'}])",No multiple ids for this episode,,,,,
GuideBox,895681,20300,SE,[{'amazon': 'B00MTG0BSO'}],,Anastasia: The Mystery of Anna,Part 2,,False,[13319298],,,,"('No multiple ids for this episode', [{'amazon': 'B00MTG0BSO'}])",No multiple ids for this episode,,,,,
GuideBox,7293119,20302,SE,,,Odyssey,EP12: The Drive Shaft,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,2371758,20309,SE,[{'itunes': '953359695'}],,Slednecks,Untamed: The Unseen Footage,,False,[],,,,"('No multiple ids for this episode', [{'itunes': '953359695'}])",No multiple ids for this episode,,,,,
GuideBox,894978,20311,SE,[{'amazon': 'B07C9B9HV9'}],,Blackbeard,Part 2,,False,[13319283],,,,"('No multiple ids for this episode', [{'amazon': 'B07C9B9HV9'}])",No multiple ids for this episode,,,,,
GuideBox,1415884,20313,SE,[{'hulu': '1d851b78-b494-4dcd-8433-d56ee71af36d'}],,Mr. Snail,Cricket / Frog / Bumble Bee,,False,[13318955],,,,"('No multiple ids for this episode', [{'hulu': '1d851b78-b494-4dcd-8433-d56ee71af36d'}])",No multiple ids for this episode,,,,,
GuideBox,6669718,20315,SE,[{'hulu': 'a7f34685-a3bd-4917-b4c6-e8d2b5d47dc3'}],,Blue Bloods (Espanol),Bumeran,,False,[12949581],,,,"('No multiple ids for this episode', [{'hulu': 'a7f34685-a3bd-4917-b4c6-e8d2b5d47dc3'}])",No multiple ids for this episode,,,,,
GuideBox,895635,20318,SE,,,#PopFan,#PopFan,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,904543,20321,SE,[{'amazon': 'B00IKT09X6'}],,Weird & Dangerous,Ep. - 26,,False,[13318761],,,,"('No multiple ids for this episode', [{'amazon': 'B00IKT09X6'}])",No multiple ids for this episode,,,,,
GuideBox,896562,20322,SE,[{'amazon': 'B00ILA1T4C'}],,Zoo Babies,Ep. - 13,,False,[13318755],,,,"('No multiple ids for this episode', [{'amazon': 'B00ILA1T4C'}])",No multiple ids for this episode,,,,,
GuideBox,904887,20324,SE,[{'amazon': 'B00N1Q6ZXQ'}],,Medieval Lives,A Good Death,,False,[3716823],,,,"('No multiple ids for this episode', [{'amazon': 'B00N1Q6ZXQ'}])",No multiple ids for this episode,,,,,
GuideBox,2812399,20328,SE,,,Say I Do Again,Episode 20,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,4624646,20329,SE,,,Life Noggin,The Science Behind Selfies,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,6951591,20341,SE,,,Speakeasy,Speakeasy with Geddy Lee and Michael Chabon,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,6421912,20359,SE,[{'amazon': 'B01MRSKG2E'}],,Wild Inside the National Zoo,How to Train a Dragon,,False,[13318920],,,,"('No multiple ids for this episode', [{'amazon': 'B01MRSKG2E'}])",No multiple ids for this episode,,,,,
GuideBox,1265763,20400,SE,[{'itunes': '909452686'}],,Pond Stars,Big Bad Wolf,,False,[],,,,"('No multiple ids for this episode', [{'itunes': '909452686'}])",No multiple ids for this episode,,,,,
GuideBox,5036252,20410,SE,,,Wingmen,The Codfather,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,897265,20465,SE,[{'starz': '41497'}],,Please Twins!,The Summer Never Ends,,False,"[13318051, 9087062]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,904465,20473,SE,[{'amazon': 'B079CCDMDZ'}],,The Impressionists,The Final Flourish,,False,"[13317569, 8356327]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,1029360,20480,SE,[{'itunes': '907160535'}],,Operation Maneater,Crocodile,,False,[3539913],,,,"('No multiple ids for this episode', [{'itunes': '907160535'}])",No multiple ids for this episode,,,,,
GuideBox,1835222,20481,SE,[{'amazon': 'B00Q4F6BA8'}],,Green Collection,Battle for the Elephants,,False,[13317361],,,,"('No multiple ids for this episode', [{'amazon': 'B00Q4F6BA8'}])",No multiple ids for this episode,,,,,
GuideBox,1207251,20496,SE,[{'itunes': '923344449'}],,Swamp Monsters,Cajun Werewolf,,False,[3687776],,,,"('No multiple ids for series', [{'itunes': '923344449'}])",No multiple ids for this series,,,,,
GuideBox,907441,20497,SE,[{'hulu': 'eed9f8ce-5fbf-4205-b6d1-d63726f389c3'}],,Party Down (Espanol),La Boda de Constance Carmell,,False,[14786540],,,,"('No multiple ids for this episode', [{'hulu': 'eed9f8ce-5fbf-4205-b6d1-d63726f389c3'}])",No multiple ids for this episode,,,,,
GuideBox,7714228,20498,SE,,,Knights in Hyrule,Final Boss Battle,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,2705695,20510,SE,,,The Bible's Greatest Secrets,Mission of Jesus,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,1237127,20511,SE,[{'itunes': '925639408'}],,WWII's Greatest Raids,Strike from the Sky,,False,[],,,,"('No multiple ids for this episode', [{'itunes': '925639408'}])",No multiple ids for this episode,,,,,
GuideBox,4531335,20524,SE,[{'itunes': '1018844994'}],,Zero Hour (AHC),Shootout In Marseilles,,False,[2863231],,,,"('No multiple ids for this episode', [{'itunes': '1018844994'}])",No multiple ids for this episode,,,,,
GuideBox,7107623,20533,SE,,,Larysa Unleashed,Stag Tango with a Bow,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,6573814,20545,SE,[{'amazon': 'B01MSVZF1E'}],,Blitz TV,Getchasome,,False,[13316403],,,,"('No multiple ids for this episode', [{'amazon': 'B01MSVZF1E'}])",No multiple ids for this episode,,,,,
GuideBox,7631078,20549,SE,,,"Evil, I",Natural Born Killer,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,7687226,20557,SE,[{'amazon': 'B076JC7JXZ'}],,Cabela's Fisherman's Handbook,Just Bass Fishing with Kriet and Middleton,,False,[13316269],,,,"('No multiple ids for this episode', [{'amazon': 'B076JC7JXZ'}])",No multiple ids for this episode,,,,,
GuideBox,7653248,20560,SE,,,Most Likely To,The Hypocritical Oath,,,,,,,No links for this episode,No links for this episode,,,,,
GuideBox,5905145,20565,SE,[{'amazon': 'B01JDXIAH4'}],,Keyes Outdoors,Muskies on the run,,False,[13315960],,,,"('No multiple ids for this episode', [{'amazon': 'B01JDXIAH4'}])",No multiple ids for this episode,,,,,
GuideBox,7621348,20572,SE,[{'amazon': 'B075MVQZS6'}],,The Next Bite,Shivering Walleyes on Lake Sakakawea,,False,[13315840],,,,"('No multiple ids for this episode', [{'amazon': 'B075MVQZS6'}])",No multiple ids for this episode,,,,,
GuideBox,907376,20577,SE,[{'amazon': 'B00QF1GOVM'}],,Kid President: Declaration of Awesome,What Kids Need to Know,,False,[8888056],,,,"('No multiple ids for this episode', [{'amazon': 'B00QF1GOVM'}])",No multiple ids for this episode,,,,,
GuideBox,2782831,20580,SE,[{'itunes': '946402544'}],,Parents Just Don't Understand,The Soccer Blocker & Taskmaster Mother,,False,[8824806],,,,"('No multiple ids for this episode', [{'itunes': '946402544'}])",No multiple ids for this episode,,,,,
