Hulu_sm_id,Rovi_sm_id,projectx_id_rovi,projectx_id_Hulu,Dev_Hulu_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_Hulu_id_present,variant_present,Comment,Result of mapping series
9170,1650546,2883167,13414108,"[{'source_id': '9170,Map_reason:{""color"":1.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.4117647059,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.6117647059}'}]","[{'2883167': 'rovi_id:1650546,Map_reason:not found in projectx'}]",,,False,Fail,Fail
10548,66133814,3350822,3350822,,,,,,Pass,Pass
11352,273654,4110063,4110063,,,,,,Pass,Pass
13469,329453,4137279,4137279,,,,,,Pass,Pass
2313,17543740,2824107,2824107,,,,,,Pass,Pass
8201,21650050,3717127,3717127,,,,,,Pass,Pass
12642,1413128,2742785,2742785,,,,,,Pass,Pass
12821,424646,2764815,2764815,,,,,,Pass,Pass
12668,480675,2736570,2736570,,,,,,Pass,Pass
12844,892366,2844417,2844417,,,,,,Pass,Pass
12868,881938,2740068,14435650,"[{'source_id': '12868,Map_reason:new'}]","[{'2740068': 'rovi_id:881938,Map_reason:not found in projectx'}]",,,False,Fail,Fail
12867,720561,4558321,4558321,,,,,,Pass,Pass
12871,747218,2796156,2796156,,,,,,Pass,Pass
227,1755876,3226325,3226325,,,,,,Pass,Pass
7974,1438306,12259696,12259696,,,,,,Pass,Pass
879,1378307,2746712,2746712,,,,,,Pass,Pass
10938,354268,4146171,4146171,,,,,,Pass,Pass
11005,556694306,8242480,8242480,,,,,,Pass,Pass
11724,461222,2733053,2733053,,,,,,Pass,Pass
27,431076,2732739,2732739,,,,,,Pass,Pass
10347,295620565,7850006,7850006,,,,,,Pass,Pass
8734,1752589,2916725,2916725,,,,,,Pass,Pass
2259,16888582,3012039,3012039,,,,,,Pass,Pass
7356,20008106,7434990,7434990,,,,,,Pass,Pass
2430,2491549,3392142,3392142,,,,,,Pass,Pass
8845,556694183,3551314,3551314,,,,,,Pass,Pass
2071,1907279,5227870,5227870,,,,,,Pass,Pass
30,434398,2925719,2925719,,,,,,Pass,Pass
2023,556691981,8236158,8236158,,,,,,Pass,Pass
9648,425160,2732665,2732665,,,,,,Pass,Pass
8735,19759378,2745026,2745026,,,,,,Pass,Pass
2055,13739048,4005579,4005579,,,,,,Pass,Pass
50,2001264,2858222,2858222,,,,,,Pass,Pass
3263,2473645,3150743,3150743,,,,,,Pass,Pass
2305,2000672,3004211,3004211,,,,,,Pass,Pass
6612,677956,2989534,2989534,,,,,,Pass,Pass
4830,1517956,5023588,5023588,,,,,,Pass,Pass
5574,18145967,7144716,7144716,,,,,,Pass,Pass
6231,129292,4028370,4028370,,,,,,Pass,Pass
5638,1332222,2744747,2744747,,,,,,Pass,Pass
2442,2177531,5351833,5351833,,,,,,Pass,Pass
1379,17553536,7009905,7009905,,,,,,Pass,Pass
4347,260180,3332132,3332132,,,,,,Pass,Pass
5405,1929209,5238636,5238636,,,,,,Pass,Pass
5341,1892986,3256436,3256436,,,,,,Pass,Pass
4512,8859586,5495781,5495781,,,,,,Pass,Pass
5406,2096880,5317044,5317044,,,,,,Pass,Pass
3904,383552802,10037262,8367816,"[{'10037262': 'rovi_id:660981920,Map_reason:not found in projectx'}, {'source_id': '3904,Map_reason:{""color"":0,""language"":0,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0.2745098039,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1,""run_time"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:8367816"",""id_2"":""hulu:3904"",""score"":3.1745098039}'}]","[{'10037262': 'rovi_id:383552802,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":0,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.0}'}]",True,,False,Fail,Fail
1847,17858785,7052878,7052878,,,,,,Pass,Pass
4950,279227,4116431,14619436,"[{'source_id': '4950,Map_reason:new'}]","[{'4116431': 'rovi_id:279227,Map_reason:not found in projectx'}]",,,False,Fail,Fail
4981,1272687,2818602,2818602,,,,,,Pass,Pass
2427,425049,4203257,4203257,,,,,,Pass,Pass
3511,426134,4225819,4225819,,,,,,Pass,Pass
4043,9715695,5508182,5508182,,,,,,Pass,Pass
2418,939510,2911534,2911534,,,,,,Pass,Pass
2297,2000674,2808160,2808160,,,,,,Pass,Pass
938,1103586,3039042,3039042,,,,,,Pass,Pass
23,426095,2732779,2732779,,,,,,Pass,Pass
655,1103583,2737756,2737756,,,,,,Pass,Pass
4532,2095163,5316133,5316133,,,,,,Pass,Pass
4024,660662152,8366733,8366733,,,,,,Pass,Pass
3902,268625,4101812,4101812,,,,,,Pass,Pass
3773,8742556,5492852,5492852,,,,,,Pass,Pass
3673,1515080,5022183,5022183,,,,,,Pass,Pass
1861,796492,12258411,12258411,,,,,,Pass,Pass
3507,18915170,2877829,2877829,,,,,,Pass,Pass
644,253656,4089426,4089426,,,,,,Pass,Pass
3548,673174,2744181,2744181,,,,,,Pass,Pass
2441,2094322,5315811,5315811,,,,,,Pass,Pass
8007,1452877623,12528274,12528274,,,,,,Pass,Pass
7890,674114,3574574,3574574,,,,,,Pass,Pass
2438,452759,4317523,4317523,,,,,,Pass,Pass
2346,1308248,4908586,4908586,,,,,,Pass,Pass
2206,1534449,3002003,3002003,,,,,,Pass,Pass
3,286047,2916436,3157267,"[{'2916436': 'rovi_id:518229,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":16,""totalScore"":0.0,""LanguageMatch"":true,""creditWeight"":0.5}'}, {'source_id': '3,Map_reason:{""color"":0.0,""language"":1.0,""credits"":0.0,""directors"":0.0,""part_names"":0.0,""episode_titles"":0.0,""genres"":0.0,""amazon"":0.0,""netflix"":0.0,""hulu"":0.0,""hbo"":0.0,""showtime"":0.0,""vudu"":0.0,""episode_airdates"":0.0,""season_count"":0.0,""genres_missing"":1.0,""credits_missing"":1.0,""directors_missing"":1.0,""part_names_missing"":1.0,""release_year"":1.0,""run_time"":0.0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1.0,""score"":3.2}'}]","[{'2916436': 'rovi_id:286047,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
24,199489,4038333,4038333,,,,,,Pass,Pass
330,259447,4097890,4097890,,,,,,Pass,Pass
51,997158950,6359302,6359302,,,,,,Pass,Pass
828,1795312,2904545,2904545,,,,,,Pass,Pass
298,1616499,3500699,6458780,"[{'3500699': 'rovi_id:13145560,Map_reason:{""titleMapType"":""Exact"",""titleScore"":1.0,""releaseDateMatch"":false,""airDateMatch"":false,""ottMatch"":0.0,""creditCount"":10,""totalScore"":0.0,""LanguageMatch"":false,""creditWeight"":0.5}'}, {'source_id': '298,Map_reason:{""color"":0,""language"":1,""credits"":0,""directors"":0,""part_names"":0,""episode_titles"":0.5,""genres"":0,""amazon"":0,""netflix"":0,""hulu"":0,""hbo"":0,""showtime"":0,""vudu"":0,""episode_airdates"":0,""season_count"":0,""genres_missing"":1,""credits_missing"":1,""directors_missing"":1,""part_names_missing"":1,""release_year"":1.0,""run_time"":0,""levenshtein_titles"":1.0,""cosine_titles"":1.0,""partial_titles"":1,""id_1"":""projectx:6458780"",""id_2"":""hulu:298"",""score"":3.7}'}]","[{'3500699': 'rovi_id:1616499,Map_reason:not found in projectx'}]",True,,False,Fail,Fail
827,1424739,4980783,4980783,,,,,,Pass,Pass
831,1836180,5190803,5190803,,,,,,Pass,Pass
